url,condition1,url_images,price,category,title
https://articulo.mercadolibre.com.co/MCO-453785298-bomba-de-aire-suspension-rock-shox-_JM,5,https://http2.mlstatic.com/bomba-de-aire-suspension-rock-shox-D_NQ_NP_540325-MCO25399909677_022017-O.jpg,145000,Bicicletas y Ciclismo,Bomba De Aire Suspension Rock Shox
https://articulo.mercadolibre.com.co/MCO-454764379-mavic-aksium-race-700-neumaticos-y-llantas-incluidas-_JM,13,"https://http2.mlstatic.com/mavic-aksium-race-700-neumaticos-y-llantas-incluidas-D_NQ_NP_13325-MCO3100436071_092012-O.jpg,https://http2.mlstatic.com/mavic-aksium-race-700-neumaticos-y-llantas-incluidas-D_NQ_NP_13292-MCO3100436414_092012-O.jpg,https://http2.mlstatic.com/mavic-aksium-race-700-neumaticos-y-llantas-incluidas-D_NQ_NP_13317-MCO3100436692_092012-O.jpg,https://http2.mlstatic.com/mavic-aksium-race-700-neumaticos-y-llantas-incluidas-D_NQ_NP_13309-MCO3100436959_092012-O.jpg,https://http2.mlstatic.com/mavic-aksium-race-700-neumaticos-y-llantas-incluidas-D_NQ_NP_13359-MCO3100465550_092012-O.jpg,https://http2.mlstatic.com/mavic-aksium-race-700-neumaticos-y-llantas-incluidas-D_NQ_NP_13343-MCO3100466319_092012-O.jpg",910000,Bicicletas y Ciclismo,Mavic Aksium Race 700 Neumaticos Y Llantas Incluidas.
https://articulo.mercadolibre.com.co/MCO-452424261-grupo-shimano-tiagra-10-vel-para-ruta-8-componentes-_JM,1,"https://http2.mlstatic.com/grupo-shimano-tiagra-10-vel-para-ruta-8-componentes-D_NQ_NP_791725-MCO25480469336_042017-O.jpg,https://http2.mlstatic.com/grupo-shimano-tiagra-10-vel-para-ruta-8-componentes-D_NQ_NP_727625-MCO25480469292_042017-O.jpg,https://http2.mlstatic.com/grupo-shimano-tiagra-10-vel-para-ruta-8-componentes-D_NQ_NP_270725-MCO25480473179_042017-O.jpg",1299900,Bicicletas y Ciclismo,Grupo Shimano Tiagra 10 Vel Para Ruta 8 Componentes
https://articulo.mercadolibre.com.co/MCO-452972601-pedales-shimano-pd-m530-para-bicicleta-todo-terreno-negros-_JM,12,https://http2.mlstatic.com/pedales-shimano-pd-m530-para-bicicleta-todo-terreno-negros-D_NQ_NP_583905-MCO25086657592_102016-O.jpg,110900,Bicicletas y Ciclismo,Pedales Shimano Pd-m530 Para Bicicleta Todo Terreno Negros
https://articulo.mercadolibre.com.co/MCO-454015364-pedales-bicicleta-mtb-shimano-mountain-bike-m520-spd-_JM,4,"https://http2.mlstatic.com/pedales-bicicleta-mtb-shimano-mountain-bike-m520-spd-D_NQ_NP_893744-MCO25875645588_082017-O.jpg,https://http2.mlstatic.com/pedales-bicicleta-mtb-shimano-mountain-bike-m520-spd-D_NQ_NP_685427-MCO25875615460_082017-O.jpg,https://http2.mlstatic.com/pedales-bicicleta-mtb-shimano-mountain-bike-m520-spd-D_NQ_NP_815285-MCO25875635264_082017-O.jpg",169900,Bicicletas y Ciclismo,Pedales Bicicleta Mtb Shimano Mountain Bike M520 Spd
https://articulo.mercadolibre.com.co/MCO-453978797-kit-embrague-clutch-nuevo-para-motor-bicitaxy-karts-y-otros-_JM,2,"https://http2.mlstatic.com/kit-embrague-clutch-nuevo-para-motor-bicitaxy-karts-y-otros-D_NQ_NP_746760-MCO25662669123_062017-O.jpg,https://http2.mlstatic.com/kit-embrague-clutch-nuevo-para-motor-bicitaxy-karts-y-otros-D_NQ_NP_838016-MCO25662667739_062017-O.jpg,https://http2.mlstatic.com/kit-embrague-clutch-nuevo-para-motor-bicitaxy-karts-y-otros-D_NQ_NP_651314-MCO25662667749_062017-O.jpg,https://http2.mlstatic.com/kit-embrague-clutch-nuevo-para-motor-bicitaxy-karts-y-otros-D_NQ_NP_714510-MCO25662670070_062017-O.jpg,https://http2.mlstatic.com/kit-embrague-clutch-nuevo-para-motor-bicitaxy-karts-y-otros-D_NQ_NP_996212-MCO25662670083_062017-O.jpg,https://http2.mlstatic.com/kit-embrague-clutch-nuevo-para-motor-bicitaxy-karts-y-otros-D_NQ_NP_715235-MCO25662669223_062017-O.jpg",300000,Bicicletas y Ciclismo,Kit Embrague Clutch Nuevo Para Motor Bicitaxy Karts Y Otros
https://articulo.mercadolibre.com.co/MCO-452491115-manillar-manubrio-carbono-bontrager-ruta-nuevo-_JM,3,"https://http2.mlstatic.com/manillar-manubrio-carbono-bontrager-ruta-nuevo-D_NQ_NP_685817-MCO26087526706_092017-O.jpg,https://http2.mlstatic.com/manillar-manubrio-carbono-bontrager-ruta-nuevo-D_NQ_NP_693604-MCO26087549288_092017-O.jpg",169900,Bicicletas y Ciclismo,Manillar Manubrio Carbono Bontrager Ruta Nuevo
https://articulo.mercadolibre.com.co/MCO-453733995-manilares-shimano-claris-8-vel-_JM,4,https://http2.mlstatic.com/manilares-shimano-claris-8-vel-D_NQ_NP_714705-MCO25065024040_092016-O.jpg,316000,Bicicletas y Ciclismo,Manilares Shimano Claris 8 Vel
https://articulo.mercadolibre.com.co/MCO-452472736-grupo-shimano-acera-9-velocidades-hidraulico-_JM,1,https://http2.mlstatic.com/grupo-shimano-acera-9-velocidades-hidraulico-D_NQ_NP_544325-MCO25424620121_032017-O.jpg,832000,Bicicletas y Ciclismo,Grupo Shimano Acera 9 Velocidades Hidraulico
https://articulo.mercadolibre.com.co/MCO-454764385-marco-29-venzo-eolo-talla-m-_JM,1,"https://http2.mlstatic.com/marco-29-venzo-eolo-talla-m-D_NQ_NP_200415-MCO25228719270_122016-O.jpg,https://http2.mlstatic.com/marco-29-venzo-eolo-talla-m-D_NQ_NP_900415-MCO25228718337_122016-O.jpg,https://http2.mlstatic.com/marco-29-venzo-eolo-talla-m-D_NQ_NP_177315-MCO25228718338_122016-O.jpg,https://http2.mlstatic.com/marco-29-venzo-eolo-talla-m-D_NQ_NP_507315-MCO25228718340_122016-O.jpg,https://http2.mlstatic.com/marco-29-venzo-eolo-talla-m-D_NQ_NP_652415-MCO25228718343_122016-O.jpg,https://http2.mlstatic.com/marco-29-venzo-eolo-talla-m-D_NQ_NP_205415-MCO25228719272_122016-O.jpg",253990,Bicicletas y Ciclismo,Marco 29 Venzo Eolo Talla M
https://articulo.mercadolibre.com.co/MCO-453815704-suspension-suntour-275-xcm-bloqueo-en-manubrio-_JM,1,https://http2.mlstatic.com/suspension-suntour-275-xcm-bloqueo-en-manubrio-D_NQ_NP_413725-MCO25489125064_042017-O.jpg,292000,Bicicletas y Ciclismo,Suspension Suntour 27.5 Xcm Bloqueo En Manubrio
https://articulo.mercadolibre.com.co/MCO-452456693-shifters-shimano-altus-9-vel-sl-m370-_JM,5,https://http2.mlstatic.com/shifters-shimano-altus-9-vel-sl-m370-D_NQ_NP_719986-MCO25763409475_072017-O.jpg,82999,Bicicletas y Ciclismo,Shifters Shimano Altus 9 Vel Sl-m370
https://articulo.mercadolibre.com.co/MCO-449154654-balon-para-pilates-26-65-cm-pink-bb-010pk-26-b-_JM,2,https://http2.mlstatic.com/balon-para-pilates-26-65-cm-pink-bb-010pk-26-b-D_NQ_NP_185725-MCO25501377966_042017-O.jpg,55000,Bicicletas y Ciclismo,"Balon Para Pilates 26 /65 Cm, Pink Bb-010pk-26-b,"
https://articulo.mercadolibre.com.co/MCO-451619771-tija-full-carbono-bicicleta-carreras-ruta-cana-del-sillin-_JM,7,"https://http2.mlstatic.com/tija-full-carbono-bicicleta-carreras-ruta-cana-del-sillin-D_NQ_NP_674625-MCO25474661710_032017-O.jpg,https://http2.mlstatic.com/tija-full-carbono-bicicleta-carreras-ruta-cana-del-sillin-D_NQ_NP_764215-MCO25142322740_112016-O.jpg",116000,Bicicletas y Ciclismo,"Tija Full Carbono Bicicleta Carreras, Ruta, Caña Del Sillin"
https://articulo.mercadolibre.com.co/MCO-452725084-manubrio-time-aerodinamico-ruta-fibra-d-carbono-envio-grati-_JM,27,"https://http2.mlstatic.com/manubrio-time-aerodinamico-ruta-fibra-d-carbono-envio-grati-D_NQ_NP_841525-MCO25444041402_032017-O.jpg,https://http2.mlstatic.com/manubrio-time-aerodinamico-ruta-fibra-d-carbono-envio-grati-D_NQ_NP_813505-MCO25035252340_092016-O.jpg,https://http2.mlstatic.com/manubrio-time-aerodinamico-ruta-fibra-d-carbono-envio-grati-D_NQ_NP_399505-MCO25035252322_092016-O.jpg,https://http2.mlstatic.com/manubrio-time-aerodinamico-ruta-fibra-d-carbono-envio-grati-D_NQ_NP_382605-MCO25035252312_092016-O.jpg,https://http2.mlstatic.com/manubrio-time-aerodinamico-ruta-fibra-d-carbono-envio-grati-D_NQ_NP_363521-MCO20795225038_072016-O.jpg,https://http2.mlstatic.com/manubrio-time-aerodinamico-ruta-fibra-d-carbono-envio-grati-D_NQ_NP_667421-MCO20783981405_062016-O.jpg",230000,Bicicletas y Ciclismo,Manubrio Time Aerodinamico Ruta Fibra D Carbono +envio Grati
https://articulo.mercadolibre.com.co/MCO-452967009-palancas-shimano-alivio-sl-m4000-9-velocidades-_JM,14,,114990,Bicicletas y Ciclismo,Palancas Shimano Alivio Sl-m4000 9 Velocidades
https://articulo.mercadolibre.com.co/MCO-455335887-coraza-o-llanta-rin-26-bike-project-26x175-ciudad-pistera-_JM,6,,19500,Bicicletas y Ciclismo,Coraza O Llanta Rin 26 Bike Project 26x1.75 | Ciudad Pistera
https://articulo.mercadolibre.com.co/MCO-453285424-marco-gw-wolf-talla-m-17-pulgadas-29-y-275-_JM,3,"https://http2.mlstatic.com/marco-gw-wolf-talla-m-17-pulgadas-29-y-275-D_NQ_NP_963711-MCO20614057999_032016-O.jpg,https://http2.mlstatic.com/marco-gw-wolf-talla-m-17-pulgadas-29-y-275-D_NQ_NP_459611-MCO20614047221_032016-O.jpg,https://http2.mlstatic.com/marco-gw-wolf-talla-m-17-pulgadas-29-y-275-D_NQ_NP_267611-MCO20614050045_032016-O.jpg,https://http2.mlstatic.com/marco-gw-wolf-talla-m-17-pulgadas-29-y-275-D_NQ_NP_883711-MCO20614050105_032016-O.jpg,https://http2.mlstatic.com/marco-gw-wolf-talla-m-17-pulgadas-29-y-275-D_NQ_NP_543711-MCO20614047209_032016-O.jpg,https://http2.mlstatic.com/marco-gw-wolf-talla-m-17-pulgadas-29-y-275-D_NQ_NP_660711-MCO20614059157_032016-O.jpg",278090,Bicicletas y Ciclismo,Marco Gw Wolf Talla M 17 Pulgadas 29 Y 27.5
https://articulo.mercadolibre.com.co/MCO-454582045-manzanas-shimano-36-huecos-para-disco-ceterlook-_JM,3,https://http2.mlstatic.com/manzanas-shimano-36-huecos-para-disco-ceterlook-D_NQ_NP_959462-MCO25722649711_072017-O.jpg,90000,Bicicletas y Ciclismo,Manzanas Shimano 36  Huecos Para Disco Ceterlook
https://articulo.mercadolibre.com.co/MCO-445149738-zoom-tija-de-272-mm-aleacion-suspension-_JM,1,,158800,Bicicletas y Ciclismo,"Zoom Tija De 27,2 Mm Aleación Suspensión"
https://articulo.mercadolibre.com.co/MCO-453815425-marco-ruta-aluminio-on-trail-rin-700-_JM,1,https://http2.mlstatic.com/marco-ruta-aluminio-on-trail-rin-700-D_NQ_NP_230725-MCO25476660415_042017-O.jpg,341000,Bicicletas y Ciclismo,Marco Ruta Aluminio On-trail Rin 700
https://articulo.mercadolibre.com.co/MCO-455138613-mangos-grips-manillar-para-bicicleta-aluminio-ergonomicos-_JM,3,"https://http2.mlstatic.com/mangos-grips-manillar-para-bicicleta-aluminio-ergonomicos-D_NQ_NP_945475-MCO25920819355_082017-O.jpg,https://http2.mlstatic.com/mangos-grips-manillar-para-bicicleta-aluminio-ergonomicos-D_NQ_NP_773258-MCO25920819354_082017-O.jpg,https://http2.mlstatic.com/mangos-grips-manillar-para-bicicleta-aluminio-ergonomicos-D_NQ_NP_888207-MCO25920817982_082017-O.jpg",44990,Bicicletas y Ciclismo,Mangos Grips Manillar Para Bicicleta Aluminio Ergonómicos
https://articulo.mercadolibre.com.co/MCO-454972788-manzanas-shimano-36-huecos-para-disco-ceterlook-_JM,3,"https://http2.mlstatic.com/manzanas-shimano-36-huecos-para-disco-ceterlook-D_NQ_NP_932138-MCO25913317779_082017-O.jpg,https://http2.mlstatic.com/manzanas-shimano-36-huecos-para-disco-ceterlook-D_NQ_NP_640648-MCO25913318214_082017-O.jpg,https://http2.mlstatic.com/manzanas-shimano-36-huecos-para-disco-ceterlook-D_NQ_NP_683793-MCO25913316883_082017-O.jpg",76990,Bicicletas y Ciclismo,Manzanas Shimano 36 Huecos Para Disco Ceterlook
https://articulo.mercadolibre.com.co/MCO-454129415-coraza-llanta-rin-20-x175-bike-project-bicicleta-plegable-_JM,9,,16000,Bicicletas y Ciclismo,Coraza Llanta Rin 20 X1.75 Bike Project | Bicicleta Plegable
https://articulo.mercadolibre.com.co/MCO-454217083-coronilla-xt-fc-m8000-38t-11-velocidades-_JM,1,"https://http2.mlstatic.com/coronilla-xt-fc-m8000-38t-11-velocidades-D_NQ_NP_250125-MCO25373001804_022017-O.jpg,https://http2.mlstatic.com/coronilla-xt-fc-m8000-38t-11-velocidades-D_NQ_NP_412125-MCO25372989990_022017-O.jpg,https://http2.mlstatic.com/coronilla-xt-fc-m8000-38t-11-velocidades-D_NQ_NP_597125-MCO25373045835_022017-O.jpg",139990,Bicicletas y Ciclismo,Coronilla Xt Fc-m8000 38t 11 Velocidades
https://articulo.mercadolibre.com.co/MCO-452057384-coraza-o-llanta-rin-26-kenda-kick-back-26x20-bicicleta-_JM,9,,21500,Bicicletas y Ciclismo,Coraza O Llanta Rin 26 Kenda Kick Back 26x2.0 | Bicicleta
https://articulo.mercadolibre.com.co/MCO-448058830-amortiguador-trasero-bicileta-todoterreno-gw-benotto-_JM,12,"https://http2.mlstatic.com/amortiguador-trasero-bicileta-todoterreno-gw-benotto-D_NQ_NP_166401-MCO20326494691_062015-O.jpg,https://http2.mlstatic.com/amortiguador-trasero-bicileta-todoterreno-gw-benotto-D_NQ_NP_586401-MCO20326494705_062015-O.jpg,https://http2.mlstatic.com/amortiguador-trasero-bicileta-todoterreno-gw-benotto-D_NQ_NP_401501-MCO20326494713_062015-O.jpg",29990,Bicicletas y Ciclismo,Amortiguador Trasero Bicileta Todoterreno Gw Benotto
https://articulo.mercadolibre.com.co/MCO-453182618-coraza-o-llanta-rin-700-x38c-llanta-pistera-para-rin-29-_JM,12,,19500,Bicicletas y Ciclismo,Coraza O Llanta Rin 700 X38c / Llanta Pistera Para Rin 29
https://articulo.mercadolibre.com.co/MCO-452062813-pacha-sunrace-cassette-10v-10-velocidades-1142-cs-ms3-mtb-_JM,2,,149500,Bicicletas y Ciclismo,Pacha Sunrace Cassette 10v 10 Velocidades 11/42 Cs-ms3 Mtb
https://articulo.mercadolibre.com.co/MCO-453013551-cateye-sensor-de-velocidad-_JM,15,"https://http2.mlstatic.com/cateye-sensor-de-velocidad-D_NQ_NP_173305-MCO20858798234_082016-O.jpg,https://http2.mlstatic.com/cateye-sensor-de-velocidad-D_NQ_NP_390405-MCO20858798324_082016-O.jpg,https://http2.mlstatic.com/cateye-sensor-de-velocidad-D_NQ_NP_398305-MCO20858800193_082016-O.jpg,https://http2.mlstatic.com/cateye-sensor-de-velocidad-D_NQ_NP_427405-MCO20858799778_082016-O.jpg,https://http2.mlstatic.com/cateye-sensor-de-velocidad-D_NQ_NP_180405-MCO20858800391_082016-O.jpg,https://http2.mlstatic.com/cateye-sensor-de-velocidad-D_NQ_NP_965405-MCO20858803672_082016-O.jpg",45000,Bicicletas y Ciclismo,Cateye Sensor De Velocidad
https://articulo.mercadolibre.com.co/MCO-451617696-sillines-marca-time-en-carbono-para-ruta-o-mtb-_JM,2,"https://http2.mlstatic.com/sillines-marca-time-en-carbono-para-ruta-o-mtb-D_NQ_NP_735064-MCO25790380782_072017-O.jpg,https://http2.mlstatic.com/sillines-marca-time-en-carbono-para-ruta-o-mtb-D_NQ_NP_646196-MCO26053643017_092017-O.jpg,https://http2.mlstatic.com/sillines-marca-time-en-carbono-para-ruta-o-mtb-D_NQ_NP_796657-MCO26053595354_092017-O.jpg,https://http2.mlstatic.com/sillines-marca-time-en-carbono-para-ruta-o-mtb-D_NQ_NP_781788-MCO26053618513_092017-O.jpg,https://http2.mlstatic.com/sillines-marca-time-en-carbono-para-ruta-o-mtb-D_NQ_NP_758725-MCO25726957591_072017-O.jpg,https://http2.mlstatic.com/sillines-marca-time-en-carbono-para-ruta-o-mtb-D_NQ_NP_729551-MCO25790380771_072017-O.jpg",120000,Bicicletas y Ciclismo,Sillines Marca Time En Carbono Para Ruta O Mtb
https://articulo.mercadolibre.com.co/MCO-452042858-pacha-sunrace-10-velocidades-11-42t-_JM,6,,154000,Bicicletas y Ciclismo,Pacha Sunrace 10 Velocidades 11-42t
https://articulo.mercadolibre.com.co/MCO-445362594-sillin-ciclismo-ruta-tipo-profesional-arione-_JM,1,"https://http2.mlstatic.com/sillin-ciclismo-ruta-tipo-profesional-arione-D_NQ_NP_268115-MCO25153417454_112016-O.jpg,https://http2.mlstatic.com/sillin-ciclismo-ruta-tipo-profesional-arione-D_NQ_NP_655115-MCO25153441196_112016-O.jpg",175000,Bicicletas y Ciclismo,Sillin Ciclismo Ruta Tipo Profesional Arione
https://articulo.mercadolibre.com.co/MCO-452122748-par-manzanas-shimano-fh-rs400-tiagra-11-vel-para-ruta-_JM,3,https://http2.mlstatic.com/par-manzanas-shimano-fh-rs400-tiagra-11-vel-para-ruta-D_NQ_NP_238915-MCO25343434210_022017-O.jpg,132900,Bicicletas y Ciclismo,"Par Manzanas Shimano Fh Rs400 Tiagra 11 Vel, Para Ruta"
https://articulo.mercadolibre.com.co/MCO-453571099-llantas-michelin-mtb-275-x-21-country-grip-_JM,7,https://http2.mlstatic.com/llantas-michelin-mtb-275-x-21-country-grip-D_NQ_NP_689960-MCO25605272833_052017-O.jpg,68000,Bicicletas y Ciclismo,Llantas Michelin Mtb 27.5 X 2.1 Country Grip
https://articulo.mercadolibre.com.co/MCO-449652281-manillar-manubrio-carbono-bontrager-ritchey-wcs-mtb-1dia-_JM,1,"https://http2.mlstatic.com/manillar-manubrio-carbono-bontrager-ritchey-wcs-mtb-1dia-D_NQ_NP_102825-MCO25492546661_042017-O.jpg,https://http2.mlstatic.com/manillar-manubrio-carbono-bontrager-ritchey-wcs-mtb-1dia-D_NQ_NP_654725-MCO25492543483_042017-O.jpg,https://http2.mlstatic.com/manillar-manubrio-carbono-bontrager-ritchey-wcs-mtb-1dia-D_NQ_NP_856528-MCO25819451270_072017-O.jpg,https://http2.mlstatic.com/manillar-manubrio-carbono-bontrager-ritchey-wcs-mtb-1dia-D_NQ_NP_906973-MCO25819451267_072017-O.jpg,https://http2.mlstatic.com/manillar-manubrio-carbono-bontrager-ritchey-wcs-mtb-1dia-D_NQ_NP_490825-MCO25492548261_042017-O.jpg,https://http2.mlstatic.com/manillar-manubrio-carbono-bontrager-ritchey-wcs-mtb-1dia-D_NQ_NP_526825-MCO25519268341_042017-O.jpg",138900,Bicicletas y Ciclismo,Manillar Manubrio Carbono Bontrager Ritchey Wcs Mtb 1dia
https://articulo.mercadolibre.com.co/MCO-451829748-ruedas-shimano-rs-010-20d-24t-para-bici-ruta-_JM,1,,435900,Bicicletas y Ciclismo,Ruedas Shimano Rs 010 20d 24t Para Bici Ruta
https://articulo.mercadolibre.com.co/MCO-453815522-suspension-gw-rin-275-bloqueo-en-hombro-_JM,0,https://http2.mlstatic.com/suspension-gw-rin-275-bloqueo-en-hombro-D_NQ_NP_372725-MCO25488913084_042017-O.jpg,176000,Bicicletas y Ciclismo,Suspensión Gw Rin 27.5  Bloqueo En Hombro
https://articulo.mercadolibre.com.co/MCO-452080055-llanta-bicicleta-schwalbe-mtb-racing-ralph-26210-plegable-_JM,2,"https://http2.mlstatic.com/llanta-bicicleta-schwalbe-mtb-racing-ralph-26210-plegable-D_NQ_NP_769502-MCO25746589430_072017-O.jpg,https://http2.mlstatic.com/llanta-bicicleta-schwalbe-mtb-racing-ralph-26210-plegable-D_NQ_NP_624996-MCO25746591462_072017-O.jpg,https://http2.mlstatic.com/llanta-bicicleta-schwalbe-mtb-racing-ralph-26210-plegable-D_NQ_NP_883359-MCO25746593720_072017-O.jpg",93800,Bicicletas y Ciclismo,Llanta Bicicleta Schwalbe Mtb Racing Ralph  26*2.10 Plegable
https://articulo.mercadolibre.com.co/MCO-453203790-discos-shimano-de-180-mm-sm-rt30-center-look-_JM,13,,29990,Bicicletas y Ciclismo,Discos Shimano De 180 Mm Sm-rt30 Center Look
https://articulo.mercadolibre.com.co/MCO-454409644-frenos-hidraulicos-shimano-m315-_JM,2,"https://http2.mlstatic.com/frenos-hidraulicos-shimano-m315-D_NQ_NP_590015-MCO25123783197_102016-O.jpg,https://http2.mlstatic.com/frenos-hidraulicos-shimano-m315-D_NQ_NP_915726-MCO26002798328_092017-O.jpg",144000,Bicicletas y Ciclismo,Frenos Hidraulicos Shimano M315
